ZipCode,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01
60608,-2.3412902856488635,-2.2854630715123094,4.987372601244144,12.844613318858384,14.21149902529178,4.90862822638565,-1.0514127302078315
60610,4.07275833799835,12.379610982231625,4.776314759721118,1.4339004994728148,4.370771168171437,5.969273243181063,0.8948688333029383
60613,2.800757745815699,6.726715931029892,3.833596774334401,6.477231767391565,8.05362160210334,5.611738733601927,4.23041592217688
60614,4.972181170129531,11.633692064977495,7.87006770359531,2.844454225503462,4.234018259114929,3.153521247615252,1.450815549272299
60615,-0.8113880155104815,6.834005279512392,5.6825497805203895,2.695843546686058,5.904309944619252,2.210173484117215,-1.655522270381032
60616,-4.160557759212116,14.101278333733038,3.233028352690528,-1.5378160852169138,6.449733062636288,3.825324786173851,-0.01615834039670143
60618,-0.09401421023149771,13.699973113519965,7.153465275154354,2.7469555271479513,13.435939881922144,6.6634647800165325,-0.2820737071802154
60619,-8.022377106240931,-4.457251240151736,7.09799954187982,6.021583951948527,-3.305034882743549,11.312783601940229,-0.19367132102583326
60620,-15.4600588293618,1.2216933647389974,-6.949124721194975,13.437791843934836,9.97530186608123,3.714701601164484,3.0788108203479
60622,-0.46495682945151207,6.504420031957481,8.019388892914007,5.379274692771794,14.866786513783973,5.969302045223869,3.888344023048463
60625,-3.7894199158368647,9.614868181018437,7.712691064328276,1.326780042090953,6.512203932091438,9.456421684995881,2.3288289683927252
60626,-3.9678961132653985,7.9762687307996725,10.07004084421736,1.6919881707564846,5.61808353590179,4.794570934637878,-2.203491389360363
60629,-7.3293429511775035,7.589753970152549,4.690640099200411,10.6690083319719,8.872092765775275,6.221652734557732,4.313304994957812
60634,-7.259572260706991,10.836620424049269,14.589181517110866,6.722083832225449,5.235217249264946,3.6717521393705455,3.7729901813998206
60640,-5.113991523619153,4.282011930271616,7.706472013384149,10.832585412071047,7.041493842291125,5.448944749962989,0.5480493051172736
60641,-4.601940799644169,12.117835028685473,14.26883383624515,7.232348516117007,7.210999226047836,7.593035824583076,3.8714214467419428
60647,-0.19342974229369553,13.872591146524071,4.096153547525506,10.25616545436102,16.161006629684753,6.5317408735233755,3.248766706318662
60649,-4.296844648192754,11.178276722318174,2.8559858196519974,-0.02259041004821439,-15.24616199047115,16.62223305555979,-4.243520744069391
60657,3.8894379617444867,9.69909597393041,5.544322719900725,4.284898784644001,6.113742889573043,2.741222222678027,2.6549078912562822
60660,-3.564406734125152,6.410396030827442,6.198917539759232,8.11319612997788,9.106550580431177,-1.326354188436912,0.95773747518528
